heartbeat,temperature,spo2,heat_illness_risk
91,36.5,95.6,8.1
93,38.6,97.4,47.1
103,36.2,99.7,0
82,36.5,98.3,5.33E-15
91,35.9,97.4,0
99,36.5,96.5,8.7
94,36.3,98.7,0
95,36.9,95.7,17.1
94,37.2,99.7,14.8
94,36.3,97.8,0.6
99,36.7,95.2,15.3
84,38.6,99,41.2
91,36.3,97.2,0.9
93,36.1,99.5,0
95,36.5,97.8,4.9
99,36.5,97.7,6.3
101,36.8,99.1,10.1
96,36.7,98.8,7.2
101,36.3,95,8.3
79,36.7,97,5.7
91,35.7,98.8,0
76,36.7,96.4,6
84,36.6,97,5.2
91,37.2,94.6,24.1
93,37.1,98.4,15.1
84,36,95.4,0
82,36.3,98.5,0
81,34.2,96.7,0
99,36.8,93.3,21.1
95,34.2,98.5,0
94,36.3,99.5,0
88,36.6,99.4,1.6
83,36.5,93.9,9.1
91,35.7,98.5,0
84,36.4,97.4,0.4
82,36.6,95.6,7.4
91,36.9,98.1,11.1
93,36.4,98.8,0.3
94,36.5,92.5,15.2
88,36.7,95.2,12
95,36.4,96.9,4.7
95,36.8,91.2,24.1
95,36.5,99.3,1.9
77,36.2,99.4,0
78,36.1,99.2,0
84,36.7,98.4,4.4
81,36.4,86.2,21.9
81,36.3,95.5,1.3
80,38.5,97.9,40.2
79,36.5,99.2,0
90,35.5,93.7,0
82,37.1,95.8,17
81,36.7,98.2,3.9
74,36.6,99.9,0
95,36.3,93.5,9.5
94,36.4,98.7,0.8
88,36,98.8,0
92,36.2,97.2,0
94,37,97.7,14.8
105,36.5,93.9,15.7
97,36.7,100,5.1
82,36.4,97.4,0
81,36.6,99.6,0
99,36.6,98.1,7.5
95,36.2,98.2,0
88,36.2,97.6,0
87,36.1,98.1,0
86,36.5,97.3,3.2
92,37.1,95,21.6
88,36.7,97.9,6.6
86,36.2,98,0
80,34.3,97.4,0
79,36.6,98.7,0.3
83,36.5,96.9,3.1
84,35.9,95.1,0
79,36.4,96.5,0.7
80,36.3,96.7,0
79,36.4,95.5,2.7
78,36.4,98.4,0
83,36.3,99.2,0
78,36.2,96.4,0
78,36.3,98.1,0
78,36.8,96.2,9
73,37.1,96.5,12.9
77,36.5,99.6,0
78,36.8,96.3,8.8
78,36.5,95.9,3.6
78,36.3,98.2,0
79,36.4,95.3,3.1
80,36.5,98.5,0
85,36.7,95.9,9.7
80,36.4,100,0
99,36.9,90.9,27.9
84,37,97.3,12.6
82,36.6,99.7,0
74,36.8,99.4,1.4
78,36.5,95.1,5.2
78,36.1,96.9,0
83,36.3,99.5,0
79,36.6,95.9,5.9
78,36.2,95.4,0
78,36.1,99.5,0
78,36.6,97.9,1.6
84,36.2,96.4,0
79,36.8,95.4,10.9
78,36.7,96.2,7
78,36.5,97.5,0.4
83,36.2,99.2,0
80,36.8,90.4,21.2
74,36.4,96.1,0
55,36.9,97.3,1.9
74,37,96.8,10.6
77,36.7,100,0
90,36.7,87.7,27.6
76,36.8,95.3,10.2
61,36.4,97.1,0
73,36.3,99.4,0
77,36.2,96.3,0
78,36.9,93.5,16.4
84,36.4,97.2,0.8
78,36.4,98.6,0
79,36.4,95.1,3.5
112,36.4,99.6,4.4
65,36.4,98.2,0
103,36,96.9,0
97,36.8,98,11.1
66,36.6,95.8,2.2
77,36.5,98.3,0
101,36.7,95.4,15.5
107,36.7,95.6,16.9
63,36.4,95.9,0
94,35.9,97.4,0
96,36.5,96.5,7.8
103,39,95.9,61.1
97,37.1,98,17.1
85,36.4,99.5,0
91,36.1,96,0
84,36.4,98.3,0
74,36,96.5,0
89,36.4,96.8,3.1
83,36.3,97.2,0
82,36.3,98.4,0
112,36.5,97.1,11.4
105,36,90.5,12.5
102,36.3,97,4.6
102,36.5,98.1,6.4
87,36.4,96.3,3.5
92,36.2,97.6,0
94,36.6,97.7,6.8
84,36.1,99.1,0
91,36.5,96.9,5.5
104,36.5,99.3,4.6
82,36.7,95.4,9.8
82,36.6,95,8.6
81,36.6,99.7,0
92,36.3,95.5,4.6
82,36.2,99,0
91,36.4,96.7,3.9
82,34,95.6,0
89,36.7,96.2,10.3
101,36.6,98.8,6.7
84,36.5,96.1,5
80,36.5,99.1,0
88,36.4,99.4,0
81,36.6,97.5,3.3
78,36.5,97.4,0.6
86,36.5,99.4,0
90,36.7,91.5,20
92,36.3,97.5,0.6
89,36.2,96.3,0.1
89,36.9,99.2,8.3
94,36.1,99.3,0
94,36.3,98.6,0
100,36.7,95.9,14.2
96,36,96.3,0
85,36.1,94.3,0.9
92,36.8,95.8,14
94,36.9,98.7,10.8
84,36,99.4,0
103,36.2,97.1,2.7
82,36.4,93.1,8.4
81,36.3,97.2,0
97,36.6,91.3,20.5
95,36.6,97.3,7.9
97,36.3,98.9,0
80,36.4,95.3,3.4
81,36.8,97.8,6.7
80,36.4,98.8,0
92,36.4,95.6,6.4
92,36.4,99.6,0
87,36.7,98.4,5.3
110,36.5,95.2,14.6
98,35.7,99.7,0
86,35.7,94.9,0
82,36.3,95.9,0.8
91,36.5,97.2,4.9
93,36.3,96.6,2.7
94,36.3,95.9,4.4
87,36.4,95.6,4.9
70,37,99.7,3.6
91,36.2,98.3,0
93,36.5,98.9,2.1
94,36.7,98.4,7.4
95,36.4,98.3,1.9
81,36.5,93.8,8.7
74,37,99.7,4.8
90,36.3,97.1,0.8
93,36.4,97.5,2.9
94,36,92.7,4.8
95,36.6,95.1,12.3
94,36,97.2,0
94,36.7,96.6,11
98,36.7,97.5,10.4
105,36.3,99.1,1.3
92,36.5,95.6,8.4
82,36.4,95.8,3
91,37,96.7,15.9
82,36.5,96.9,2.8
91,36.4,90.2,16.9
81,36.5,96.2,3.9
79,36.5,98.1,0
90,36.2,97.2,0
83,36.1,98.2,0
85,36.8,99.2,5.1
95,36.3,95.9,4.7
81,36.3,97.2,0
91,36.8,97.6,10.1
86,36.8,97.4,9
79,36.5,96.8,2.1
86,36.4,99.5,0
82,37.1,97.2,14.2
79,36.3,87.7,16.3
78,36.3,98.8,0
83,36.4,96.6,1.7
78,36.7,95.5,8.4
83,36.4,98.7,0
85,36.2,99.6,0
84,36.3,98.1,0
92,36.6,95.7,10.2
92,36.6,99.4,2.8
79,36.4,98.3,0
95,36.9,98.2,12.1
94,37.5,97.8,24.6
88,36.3,97,0.4
83,36.6,96,6.9
84,36.8,96.6,10
82,36.7,96.2,8.2
89,36.5,97.4,3.9
57,36.8,97.6,0
78,36.6,98.4,0.6
96,36.4,99.2,0.4
79,36.3,98.4,0
80,36.8,97.5,7
90,36.7,95.9,11.2
88,36.3,96.7,1
86,36.3,99.1,0
82,36.7,100,0.6
81,36.5,98.7,0
74,36.8,98,4.2
83,36.3,91.6,9.7
105,36.6,95.5,14.5
91,36.6,97.8,5.7
83,36.5,93.9,9.1
82,36.6,99.6,0
97,36.8,96.9,13.3
94,36.6,99.7,2.8
94,36.5,98.5,3.2
94,36.8,95.4,15.4
98,36.5,95.5,10.4
88,36.5,98,2.4
92,36.7,98.5,6.6
88,36.2,97,0
87,36.7,97.1,7.9
85,36.9,96.6,12.3
92,35.8,99.9,0
103,36.4,99.3,2.3
96,34.2,96.9,0
81,36.5,95.2,5.9
83,36.2,96.1,0
104,36.4,98.6,4
87,36.9,99.3,7.5
97,36,98.8,0
82,36.8,95.7,11.2
81,36.2,97,0
91,37.1,96.5,18.3
64,36.3,99.2,0
88,36,95.6,0
75,36.4,97.6,0
89,36.9,98,10.7
76,36.1,95.6,0
89,36.6,97.8,5.1
77,36.5,99.9,0
80,36.4,97.7,0
81,36.6,98.5,1.3
98,35.5,92.3,0
106,37,99.2,15.4
96,36.7,99.3,6.2
94,35.9,96.7,0
99,36,96.8,0
78,36.7,87.6,24.2
83,36.3,97.4,0
95,36.4,94.9,8.7
110,36.3,95.2,10.6
98,36.8,99.3,8.8
79,36.1,99.2,0
108,36.5,96.7,11
92,36.9,97.2,13.2
93,36.4,96.7,4.5
99,36.3,97.9,1.9
101,37.1,99.3,15.7
86,37,97.4,13
90,36,99.3,0
59,36.1,96.3,0
83,36.6,95.8,7.3
79,36.5,97.4,0.9
92,36.2,96.9,0
94,36.5,98.2,3.8
95,36.5,99.8,0.9
118,36.8,98.6,16.2
91,36.5,94.7,9.9
99,36.3,95.4,6.9
89,36.4,99.8,0
96,36.1,99.5,0
105,36.5,95.7,12.1
108,36.6,97.8,10.8
98,36,95.1,1.2
100,36.5,96,10
86,36.5,96.5,4.8
106,36.8,97.3,15.2
127,36.6,100,12.1
134,36.7,91.3,33.6
136,35.7,95.5,5.8
87,36.7,91.3,19.5
89,36.8,91.9,20.9
127,36.9,96.2,25.7
103,36.6,96,12.9
81,36.3,95.2,1.9
107,36.3,96.5,7.1
98,36.7,97.2,11
96,36.3,97.8,1.2
94,36.7,96.2,11.8
76,36.1,97.8,0
90,36.2,95.6,1.8
104,36.3,98.7,1.8
97,36.5,96.6,7.9
129,35.9,95.5,7.7
126,36.8,95.9,24
103,36.5,95,12.9
96,36.4,99.9,0
95,36,98.2,0
80,36.7,96.6,6.8
95,37,98.2,14.1
85,36.4,96.9,1.7
92,36.1,95.1,1.4
84,36.6,98.2,2.8
82,36.8,96.6,9.4
91,35.9,93.6,0.1
117,36.6,96.6,15.9
90,36.5,95.5,8
93,36.8,96.5,12.9
102,35.8,99,0
120,36.5,93.2,21.6
91,36.6,96.3,8.7
93,35.9,90.5,6.9
84,36.3,95.6,2
92,36.4,99.5,0
87,36.8,99.1,5.9
86,36.6,95.4,9
88,36.6,97.9,4.6
83,34.6,99.3,0
81,36.3,97.8,0
89,37,95.3,18.1
93,36.5,97.1,5.7
117,36.1,97.7,3.7
100,36.4,96.7,6.6
82,36.4,95.7,3.2
93,36.4,95.4,7.1
94,36.2,95.9,2.4
84,36.9,95.7,13.8
91,36.7,98.3,6.7
84,36.5,99.3,0
94,37,95.9,18.4
94,36.6,99,4.2
94,36.5,97.6,5
109,36.2,95.3,8.1
88,36.3,98.4,0
76,36.5,99.5,0
100,36.3,98.9,0.2
90,36.1,98.3,0
82,35.8,98.2,0
88,36.4,98.1,0.2
86,36.4,95,5.8
92,36.5,99.5,0.6
88,37.5,99.5,19.4
92,36.1,99,0
86,36.2,98.4,0
93,37.2,99.1,15.7
77,36.2,97.6,0
80,36.8,98.3,5.4
81,36.6,97.9,2.5
68,36.2,95.6,0
77,36.7,97.7,3.7
90,37.1,96.2,18.6
80,36.4,95.7,2.6
90,36.3,95.3,4.4
90,36.6,95,11
91,35.9,95.7,0
93,36.4,96.3,5.3
84,36.7,97.3,6.6
107,36.9,95.2,21.7
108,34.2,95.7,0
98,35.7,98.7,0
95,36.9,96.2,16.1
111,36.9,99.8,13.7
99,36.6,93.8,16.1
106,36.6,98.1,9.6
83,36.4,91.7,11.5
102,36.3,96,6.6
107,37.1,96.9,22.3
103,36.8,99.2,10.5
102,38.1,95.5,43.6
102,36.2,95.3,6
102,36.2,94.8,7
96,36.3,99.5,0
100,36.5,97.5,7
82,36.3,90.2,12.2
81,36.7,93.5,13.3
81,36.5,96.6,3.1
81,36.8,98.4,5.5
79,37.2,95.7,18.3
99,36.6,95.4,12.9
81,36.5,97,2.3
81,36.7,97,6.3
81,36.7,98.1,4.1
91,36.6,98.9,3.5
96,36,95.6,0
100,36.9,99.9,10.2
96,36.6,93.4,16
89,36.5,99.5,0
104,36.5,96.1,11
103,35.4,95.8,0
101,36.7,96.9,12.5
101,36.4,92.8,14.7
97,36.8,97.6,11.9
95,36.5,96.4,7.7
95,37.1,97.2,18.1
85,36.5,98,1.5
85,38.9,99.2,47.1
74,36.4,96.5,0
77,36.3,96.3,0
78,36.6,99.2,0
80,36.3,98.7,0
77,36.2,96.4,0
73,36.3,85.5,18.9
77,36.7,91.8,15.5
89,35.9,95.2,0
93,36.1,99,0
84,36.8,99.6,4
82,35.8,98.5,0
81,36.6,96.1,6.1
81,36.6,99.9,0
81,36.3,99.9,0
74,36.4,96.3,0
75,38.3,98.2,34.1
89,36.5,96.4,5.9
83,36.5,98.2,0.5
79,36.6,95.9,5.9
90,36.1,98.5,0
82,36.8,95.4,11.8
78,36.3,98.8,0
73,36.4,97.6,0
72,36.3,95.7,0
71,36.7,92.5,12.3
71,36.5,98.1,0
78,36.2,95.9,0
78,36.8,98.2,5
78,36.4,98.4,0
72,36.7,97.5,2.6
71,36.3,98.7,0
71,36.6,98.1,0
72,36.1,95.7,0
82,36,97.4,0
91,36.6,98.5,4.3
100,36.5,95.8,10.4
96,36.2,100,0
97,35.9,98.9,0
84,37.3,98.2,16.8
91,36.5,98.3,2.7
87,36.4,97.5,1.1
95,36.3,96.4,3.7
77,36.7,98,3.1
88,36.8,98.5,7.4
79,36,97.5,0
90,38.8,90.2,64.6
93,36.3,96.9,2.1
88,36.3,99.7,0
86,37,99.9,8
80,36.3,95.7,0.6
90,36.3,99.5,0
87,36.4,90.9,14.3
86,36.6,98.5,2.8
71,36.5,96,1.3
81,36.5,94,8.3
91,36.6,95.7,9.9
75,36.8,98.1,4.3
78,36.8,97.4,6.6
78,36.6,95.3,6.8
73,36.9,97.6,6.7
64,36.5,97.3,0
69,36.1,98,0
76,36.7,95,8.8
67,36.6,99.8,0
53,36.8,91.8,10.3
63,36.5,96.7,0
80,36.4,98.9,0
73,36.2,97.1,0
79,36.8,99.8,2.1
84,36.4,93,9.2
80,36.4,95.3,3.4
78,36.4,99.9,0
78,36.4,97.5,0
90,36.3,96.5,2
87,35.7,95,0
93,36.4,96,5.9
84,36.7,95.7,9.8
82,36.8,95,12.6
78,36.5,89.1,17.2
80,36.5,97,2
79,37,97,11.7
90,36.4,99.9,0
87,36.5,98.5,1.1
86,36.1,99.7,0
86,36.3,98.4,0
92,36.4,96.3,5
87,36.6,95.7,8.7
92,36.8,97.9,9.8
94,36.6,99.6,3
94,36.3,95.1,6
71,36,95.1,0
75,35.9,98.1,0
83,36.7,95.6,9.7
87,37,97.3,13.5
86,36.3,97.4,0
80,36.4,99.6,0
76,36.3,96.6,0
90,36.7,97.2,8.6
83,36.5,95.1,6.7
86,36.4,96.7,2.4
92,36.5,97.2,5.2
88,36.7,94.2,14
86,36.7,95.8,10.2
91,36.7,98,7.3
80,36.4,95.2,3.6
81,36.9,95.7,12.9
91,36.8,95.4,14.5
84,36.7,98,5.2
82,36.6,98.9,0.8
81,36.6,96.2,5.9
81,36,99.4,0
91,36.9,96.5,14.3
84,36.7,99.8,1.6
91,36.4,98.9,0
87,36.3,87,20.1
80,36.5,97.5,1
91,36.7,96.9,9.5
84,35.9,96.2,0
82,37.2,96,18.6
97,36.2,97.8,0
81,36.7,99.4,1.5
79,36.4,96.4,0.9
89,36.6,100,0.7
87,36,99.4,0
80,36.7,98.5,3
84,36.7,96.6,8
85,36,98.6,0
82,37.1,96.5,15.6
74,36.8,96.2,7.8
78,36.8,97.5,6.4
79,36.7,97.6,4.5
77,36.6,95.4,6.3
79,37.3,99.9,11.9
91,36.5,99.7,0
82,36.2,98.1,0
81,36.4,98.2,0
80,36.8,91.1,19.8
80,36.8,98.9,4.2
85,36.2,98.4,0
82,36.5,98,0.6
79,36.5,99.4,0
78,36.4,95.7,2
74,36.6,96.2,3.8
77,36.3,90.7,9.7
78,36.7,97.1,5.2
76,36.5,96.7,1.4
80,36.7,99.5,1
81,36.5,99.4,0
91,36.5,95.5,8.3
96,36.9,98.6,11.6
98,37.1,98.5,16.4
111,36.5,96,13.3
87,36.1,98.6,0
78,36.9,95.8,11.8
78,36.8,98.7,4
91,36.5,99.6,0.1
85,38.9,97.8,49.9
92,37.2,99.6,14.4
93,37.1,98.2,15.5
95,36.5,96.9,6.7
94,36.4,99.6,0
88,36.2,98.3,0
83,36.4,99.4,0
81,37,96.4,13.5
91,36.5,98.3,2.7
93,36.4,99.6,0
88,36.7,97.5,7.4
86,36.4,97.4,1
86,36.4,97.1,1.6
82,36.2,96.6,0
91,36.7,93.7,15.9
101,36.3,95.9,6.5
83,35.6,96,0
91,36.9,95.7,15.9
93,36.7,98.2,7.5
84,36.3,85.4,22.4
82,37,93.4,19.8
84,36.4,98.1,0
92,36.9,96,15.6
94,36.5,92,16.2
94,36,97.4,0
84,37,99.5,8.2
82,36.5,98.7,0
77,36.6,96.6,3.9
84,36.3,95.6,2
114,36.5,98.2,9.8
108,36.8,98.6,13.2
88,36.5,95.6,7.2
92,36.7,98.8,6
77,36.6,98.3,0.5
80,36.4,99.6,0
81,36.6,99.5,0
85,36.1,97.6,0
88,36.4,98.8,0
86,36.5,95.6,6.6
92,36.2,97.8,0
84,36.8,93.3,16.6
91,36.7,95.3,12.7
104,36.3,98.1,3
97,36.9,99.2,10.7
81,36.9,96.6,11.1
88,36.5,96.8,4.8
86,35.8,97.3,0
88,36.8,97.4,9.6
92,36,92.7,4.2
91,36.3,99.2,0
87,36.8,91.1,21.9
88,36.4,98,0.4
86,36.4,97.8,0.2
88,36.5,98.4,1.6
87,36.3,97.5,0
86,36.3,98.5,0
88,36.7,99,4.4
90,36.4,98,1
87,36.4,93.1,9.9
92,36.2,99.3,0
88,36.8,99.2,6
87,37.1,96.8,16.5
82,36.7,96.7,7.2
91,37,96.9,15.5
93,36.9,93.8,20.3
93,36.8,95.9,14.1
89,36.6,95,10.7
93,36.1,97.1,0
94,37,99.7,10.8
87,36.3,96.9,0.3
83,36.2,96.7,0
79,36.4,91.5,10.7
79,36.7,97,5.7
61,36.4,97.5,0
86,36.4,96.8,2.2
85,36.6,97.7,4.1
81,36,95.2,0
79,36.3,97,0
78,36.6,98.4,0.6
78,36.4,95.5,2.4
79,36.4,99.7,0
77,36.4,97.4,0
79,36.9,96.2,11.3
84,35,99,0
80,36.2,96.1,0
90,36.2,99.7,0
77,36.8,99.2,2.7
78,36.4,99.7,0
90,36.6,97.5,6
82,36.2,99.6,0
91,36.7,93.2,16.9
87,36.2,98.1,0
92,36.5,96.5,6.6
65,37.1,98.4,6.7
64,36.1,96.2,0
80,36.5,96.9,2.2
79,36.3,96.1,0
84,36.5,97,3.2
55,36.6,98.4,0
74,36.6,98.4,0
54,36.4,97.9,0
83,37,97.7,11.5
74,36.4,94,4.2
89,36.5,96.8,5.1
87,36.4,99.2,0
70,36.6,96.2,2.6
88,36.9,99,8.4
81,36.7,96.8,6.7
81,36.4,99.3,0
74,36.4,97.8,0
78,36.3,91.1,9.2
89,36.4,98.8,0
86,36.3,99,0
82,36.8,97.6,7.4
91,36.8,99.7,5.9
64,36.2,96.7,0
57,36.6,96,0
62,36.2,95.5,0
63,36.7,100,0
76,38.8,96,48.8
80,36.4,91.5,11
68,36.4,95.1,0.2
53,36.1,97.4,0
49,36.4,98.6,0
73,36.9,98.9,4.1
88,37.2,99.6,13.2
79,36.1,98.6,0
78,36.5,98.4,0
84,36.5,97.7,1.8
85,36.6,96.2,7.1
81,36.4,97.5,0
85,36.6,98.6,2.3
80,37,99.2,7.6
79,36.4,95.3,3.1
78,36.7,97.6,4.2
83,36.2,95.3,0.3
85,36.3,97.7,0
92,37,96.9,15.8
84,36.6,96.7,5.8
82,36.6,96.2,6.2
76,36.7,98.4,2
89,36.9,98.7,9.3
83,36,99.6,0
92,36.4,99.8,0
93,36.6,91,19.9
88,36.5,97.5,3.4
92,36.4,98.8,0
94,36.3,96.7,2.8
94,37,95.4,19.4
84,36.3,97.4,0
86,36.4,96.4,3
79,36.7,97.5,4.7
76,36.1,91.4,4
89,36,99.6,0
64,36.4,97,0
86,36.6,96.7,6.4
92,36.5,99.2,1.2
99,36.1,95.6,2.5
95,36.6,95.7,11.1
94,36.4,95.3,7.6
99,37.2,96.6,22.5
95,36.2,95.7,3.1
99,36.1,94.5,4.7
96,36.1,98.4,0
99,35.9,97,0
101,35.7,88.6,9.1
102,36.5,96.9,8.8
86,36.9,97.1,11.6
93,36.2,99.6,0
100,36.6,98.9,6.2
95,36.2,95.9,2.7
94,36.2,98.6,0
77,36.8,99.2,2.7
90,35.8,97.8,0
99,36.9,95.6,18.5
100,36.4,98.6,2.8
95,36.6,97.8,6.9
94,35.5,92.3,0
100,36.1,96.4,1.2
101,36.9,98.4,13.5
96,35.6,97.9,0
94,36.8,97.6,11
85,36.9,96.9,11.7
92,36.6,97.7,6.2
93,36.2,99,0
98,36.2,99.4,0
95,36.7,95.7,13.1
85,35.9,96.6,0
92,36.5,97.6,4.4
94,36,99.7,0
95,35.8,95.1,0
100,36,98.2,0
74,36.7,97.6,3
98,36.4,99.7,0
95,36.4,96,6.5
94,36.8,98.7,8.8
84,36.8,96.2,10.8
92,37.3,98,19.6
84,36.5,96.8,3.6
91,37,95.4,18.5
93,36.4,97.3,3.3
84,36.5,99.5,0
100,36.5,97.6,6.8
90,36.9,99.7,7.6
83,36.2,97,0
91,36.6,99.1,3.1
84,36.8,98.4,6.4
85,36.6,99.3,0.9
86,35.9,97.3,0
85,36.2,96.4,0
82,36.5,98.9,0
80,36.1,90.8,6.4
84,36.6,100,0
77,34.5,97.3,0
80,36.6,95.8,6.4
90,36.4,96.7,3.6
76,36.3,99.4,0
72,36.5,98.9,0
79,36.8,99.5,2.7
84,36.8,96.5,10.2
97,36.4,99.4,0.3
104,36.5,97.4,8.4
87,36.6,96.4,7.3
80,36.4,94.1,5.8
81,36.6,96.4,5.5
79,36.6,97.6,2.5
77,36.5,96.5,2.1
89,36.5,95.8,7.1
81,36.1,97.2,0
85,36.4,99.2,0
92,36.5,99.6,0.4
84,36.2,96.2,0
82,36.5,96.3,4
96,37,88.1,34.6
85,36.4,96.2,3.1
80,37,95.9,14.2
99,36.9,96.5,16.7
95,36.4,95.8,6.9
80,36.2,97.2,0
56,36.3,93.7,0
74,36.7,98.5,1.2
75,36.6,99.9,0
77,36,96.8,0
78,36.9,95.9,11.6
73,36.6,95.9,4.1
96,36.2,95.3,4.2
89,36.5,99.4,0
92,36.6,97.9,5.8
94,36.4,98.6,1
81,36.5,99.7,0
73,36.7,97.9,2.1
88,36.6,96.3,7.8
88,36.2,96.6,0
92,37.1,95.6,20.4
94,36.6,97.6,7
84,36.6,99.5,0.2
82,36.8,98,6.6
91,36.6,96.8,7.7
87,37,96.2,15.7
92,36.6,99.1,3.4
82,36.3,96.5,0
78,36.7,99.8,0
73,36.9,96.7,8.5
66,36.4,99.5,0
87,36.5,97.1,3.9
78,36.9,98.2,7
80,36.2,99.2,0
90,36.3,98.8,0
93,36.7,95.6,12.7
94,36.2,98.4,0
94,36.5,96.9,6.4
84,36.5,97.4,2.4
92,36.2,95.3,3
80,36.8,96,10
77,36.8,96.4,8.3
80,36.7,95.3,9.4
77,36.4,91,11.1
84,37,97.3,12.6
85,36.6,98,3.5
86,36.6,98.4,3
57,36,89.2,0.7
75,34.4,94.8,0
55,36.3,95,0
50,36.4,95.7,0
73,36.4,97.9,0
74,36.3,97.1,0
83,36.3,95.5,1.9
85,36.9,98.1,9.3
86,36.3,99.8,0
92,36.5,94.9,9.8
98,36.3,99.4,0
85,36.5,99.4,0
58,36.7,98.1,0
75,36.3,95.8,0
83,36.1,99.3,0
88,34.5,99.1,0
92,36.8,98,9.6
94,36.5,98.3,3.6
87,36.5,95.7,6.7
92,36.8,99.4,6.8
94,36.7,98.5,7.2
94,35.9,97.1,0
82,36.8,96.9,8.8
78,36.5,95.4,4.6
83,36.6,97.2,4.5
96,36.9,96.3,16.2
89,36.2,99.7,0
87,36.3,97,0.1
79,37.2,98.2,13.3
80,36.4,97.3,0
85,36.1,98.2,0
86,36.6,93.4,13
82,36.4,95.4,3.8
91,36.3,97.1,1.1
94,36.4,91.2,15.8
106,36.2,96.2,5.4
74,36.3,91.2,7.8
89,36.1,96.8,0
87,36,99.2,0
92,36.8,98.1,9.4
87,36.3,93,8.1
86,36.4,97.7,0.4
85,37,97.3,12.9
92,36.5,95.1,9.4
93,36.1,97.4,0
84,36.4,98.9,0
80,36.7,96,8
81,36.1,98.2,0
81,36.4,95.1,4.1
91,36.4,90.3,16.7
102,36.9,99.8,11
87,36.5,96.2,5.7
86,36.5,98.4,1
92,36.5,97.6,4.4
85,36.4,96.8,1.9
87,36.7,99.9,2.3
86,36.4,97,1.8
85,34.8,99.3,0
80,36.6,96.3,5.4
79,36.9,95.1,13.5
91,36.5,95.5,8.3
87,36.7,99.1,3.9
81,36.6,99.7,0
78,36.3,97.3,0
77,37,96.6,11.9
76,36.4,98.8,0
75,36.5,99.6,0
77,36.4,96.4,0.3
73,36.6,95.7,4.5
73,36.7,97,3.9
72,36.6,100,0
74,36.6,98.1,4.00E-14
76,36.4,99.9,0
81,36.2,96.5,0
79,36.2,95.2,0
73,36.5,99.8,0
77,36.6,95.1,6.9
78,36.8,96.8,7.8
90,36.1,94.9,1.2
88,36.1,95.6,0
79,36.6,99.5,0
78,36.7,97.1,5.2
79,36.2,97.4,0
79,37,99.3,7.1
84,36.5,96.1,5
86,36.5,98.1,1.6
86,36.3,95.1,3.6
80,36.3,96.9,0
79,36.6,96.9,3.9
79,36.2,95.1,0
78,36.5,95.5,4.4
83,36.4,99.6,0
85,36.8,97.3,8.9
86,36.7,99.5,2.8
82,36.1,99.1,0
85,36.3,95.7,2.1
88,37,97.7,13
88,36.7,100,2.4
79,36.4,96.4,0.9
84,36.6,98.6,2
91,36.6,95.7,9.9
79,36.1,97.2,0
90,36.5,98.5,2
87,36.1,96.5,0
86,36.1,97.2,0
81,36,96.5,0
85,36.2,95.4,0.7
91,36.5,95.6,8.1
82,36.9,92.8,19
81,36.3,99.9,0
91,36.2,95.6,2.1
87,36.1,99.3,0
78,36.5,95.8,3.8
90,36.8,98,9
93,36.9,96.8,14.3
88,36.3,98.5,0
83,36.3,96.6,0
81,36.8,97.1,8.1
81,36.5,98.7,0
81,36.4,92.1,10.1
90,36.3,98.1,0
83,36.8,95.6,11.7
74,36.4,98.5,0
72,36.2,95.1,0
76,35.9,99.3,0
89,36.5,95.6,7.5
76,36.1,98.2,0
72,36.4,96.7,0
76,36.1,92.5,1.8
78,36.1,93.3,0.8
91,36.2,95.9,1.5
93,36.5,95,9.9
117,36.3,97.4,8.3
86,36.3,99.3,0
86,36.9,95.1,15.6
92,36.1,99.8,0
81,36.3,96.9,0
85,36.6,98.4,2.7
78,36.8,95.5,10.4
76,38.2,96.7,35.4
78,37,97.2,11
90,36.2,95.1,2.8
83,36.2,99.5,0
102,36.8,86.8,35
90,36.9,98.7,9.6
83,36.3,98.3,0
78,36.4,95.6,2.2
80,36.7,96.2,7.6
100,36.6,99.9,4.2
91,36.8,96.1,13.1
59,36.6,97,0
75,36.7,97.8,2.9
90,36.8,86.3,32.4
105,36.7,99.4,8.7
98,36.4,95.6,8.2
95,36.6,98.6,5.3
85,36.7,98.3,4.9
86,36.7,97.7,6.4
80,36.5,96.9,2.2
110,36.3,98.1,4.8
98,35.6,98.6,0
95,36.6,96.1,10.3
80,36.6,96.8,4.4
101,36.3,99.9,0
96,36.4,96.3,6.2
106,36.6,96.7,12.4
84,36.4,96.4,2.4
82,36.6,99.7,0
91,37.1,97.6,16.1
84,36.4,95.1,5
91,36.9,96.9,13.5
93,36.4,97.5,2.9
81,37,97.1,12.1
81,36.5,95.9,4.5
91,37,99.3,10.7
84,36.5,96,5.2
77,36.2,95.4,0
90,35.9,92.3,2.4
81,36.5,98.9,0
91,36.8,99.6,6.1
84,37,95.8,15.6
78,36.4,96.3,0.8
78,35.8,95.1,0
78,36.2,96.8,0
61,36.4,96.3,0
79,36.8,99.4,2.9
84,36.7,95.4,10.4
85,36.3,98.9,0
80,36.5,99.2,0
81,36.9,96,12.3
79,36.8,96.4,8.9
78,36.8,96.9,7.6
90,37,95.3,18.4
80,36.5,91.8,12.4
85,36.6,97.1,5.3
85,36.5,95.4,6.7
86,36.3,96.4,1
81,36.4,98.2,0
85,36.7,99.8,1.9
84,36.6,98.8,1.6
87,36.2,98.4,0
